43346.01,15937.5,12849.36,11686.96,46380,-279,198,-246,16020,572,4392,R
43125,15937.5,13155.96,11780.1,46626.5,231,-644,175,16140,212,4044,R
42687.97,15751.5,12698.56,11686.96,45413.38,1621,-399,-359,15712,-344,3916,R
42687.97,15813.25,12698.56,11733.45,44941.41,253,7,-161,16484,-108,3268,R
42687.97,15813.25,12748.64,11733.45,44708.17,253,-276,-205,16252,-500,3344,R
42044.61,15813.25,12698.56,11733.45,44708.17,-43,-79,-141,16276,-296,3464,R
42257.46,15813.25,12698.56,11733.45,44247.11,-632,190,-573,16372,-168,3484,R
42257.46,15813.25,12748.64,11733.45,44941.41,-148,-379,-161,16964,-700,2972,R
42471.91,15813.25,12798.91,11733.45,44708.17,-595,-55,-525,16356,564,3632,R
42257.46,15875.25,12748.64,11733.45,44476.74,103,-518,119,16776,-776,2840,R
42257.46,15813.25,12748.64,11780.1,44476.74,-492,47,-576,16152,84,3820,R
42471.91,15813.25,12748.64,11733.45,44476.74,570,-481,-228,16116,-504,3340,R
48937.5,17035.49,14117.65,12255.77,44708.17,806,129,-124,15600,-316,2800,R
50858.37,17718.55,13104.4,11826.92,46626.5,106,-501,2,16808,-368,3000,R
49746.84,17305.27,12849.36,11686.96,45176.47,-343,707,-216,17048,248,3060,R
46875,17510.59,13259.67,11873.91,48409.09,374,-466,-298,16196,-148,3396,R
44247.11,17035.49,13155.96,11873.91,46380,56,-324,-253,16496,-24,3512,R
45176.47,16968.75,13104.4,11826.92,46135.45,99,-183,-129,16428,232,3512,R
48409.09,17648.94,13104.4,11921.05,47125.5,1110,-106,-590,15940,-736,3228,R
44247.11,16902.29,13155.96,11873.91,45892.86,-266,85,237,16508,460,3692,R
44941.41,16902.29,13155.96,11873.91,45652.17,908,-1198,-747,15856,-696,3564,R
44941.41,16836.1,13416.67,11733.45,45652.17,4,-1015,115,16404,-268,3164,R
44941.41,16770.19,13259.67,11733.45,45413.38,341,-96,-204,16416,236,2640,R
