30669.64,10363.64,14228.57,13843.99,30943.12,484,701,144,15448,-1616,8332,B
35147.06,11686.96,14738.37,14340.34,30943.12,300,-215,-161,14972,-1336,8600,B
28593.75,12063.49,14854.09,14566.47,40197.84,51,-490,-400,14900,-1732,8880,B
35311.48,10789.92,14396.55,13682.25,51428.57,211,-806,-508,15004,-1400,8960,B
33560.13,8680.55,13628.73,11921.05,48409.09,-720,-73,-56,15076,-1868,8544,B
30265.49,9991.86,13628.73,11733.45,48148.15,303,284,100,14864,-1296,9428,B
30534.13,8939.16,13311.81,11365.98,48148.15,201,47,-250,15024,-1532,8744,B
27272.73,9051.73,13001.82,11096.94,44019.23,1114,-3974,16,15080,-3128,8032,B
23555.27,9165.35,12849.36,11502.59,48937.5,-2986,1781,772,15576,-3208,7568,B
26698.37,8571.43,12015.85,11096.94,64097.94,-2294,-202,-94,14928,-3212,8328,B
28717.95,7834.82,11548.44,11141.4,70726.26,-1870,-233,415,15396,-3852,5716,B
30805.97,8463.3,11548.44,12063.49,123243.24,2430,1009,-267,15412,-4052,5188,B
26250,8571.43,11275.69,11365.98,64921.88,-147,83,-348,15224,-3748,6916,B
24651.16,8006,12111.31,11365.98,62893.4,-633,-1066,550,15040,-2640,9316,B
26250,8040.54,11594.46,11275.69,82120.26,377,-363,-61,15636,-3640,5920,B
24447.3,8427.48,11230.77,10920.61,64921.88,-1600,-1611,-597,16052,-2764,3952,B
29737.61,8976.56,11594.46,10833.33,71207.87,-2144,-385,-454,15624,-3508,5544,B
28717.95,8499.23,12549.37,11052.63,76886.23,599,19,-43,15804,-3156,5300,B
26139.41,8571.43,11502.59,12111.31,60220.59,254,200,105,15868,-2868,5616,B
26698.37,8463.3,11502.59,11275.69,38281.25,-34,-518,-433,15948,-3544,6160,B
24651.16,8499.23,11686.96,11686.96,123243.24,433,-758,-212,15668,-3636,5720,B
24651.16,9051.73,11275.69,11320.75,58071.43,92,-543,-112,15688,-3900,5324,B
27743.73,8571.43,12450.81,10920.61,72685.71,298,-756,-269,15852,-3736,5452,B
26139.41,9127.36,11968.37,11873.91,42905.66,75,-674,-48,15660,-3780,5172,B
24145.41,9051.73,11733.45,10660.53,53504.46,535,-486,-69,15740,-3472,5728,B
22610.29,8607.69,11275.69,11141.4,63290.82,84,413,-237,15624,-3028,6144,B
26698.37,8499.23,11780.1,11320.75,58071.43,82,-12,-100,15816,-3344,5696,B
25811.17,7566.18,11780.1,10964.47,65763.16,-49,-179,-176,15752,-3528,5600,B
25811.17,8644.07,12111.31,10920.61,45176.47,242,-109,-135,16048,-3300,5324,B
28470.25,9014.09,11780.1,11780.1,76886.23,282,-355,-510,15832,-3144,5344,B
26926.23,7834.82,11640.63,11780.1,72187.5,38,-329,-230,15636,-3584,5316,B
24753.88,9670.42,11921.05,11548.44,58774.04,7343,-2704,173,16080,-1732,4472,B
26698.37,8535.28,11275.69,11733.45,60591.13,-632,-521,139,16040,-860,6368,B
28225.35,9014.09,12015.85,11502.59,46875,394,-302,-153,16068,-2200,5124,B
24651.16,7047.41,11826.92,11826.92,38096.89,48,-947,1241,16004,-432,6892,B
23362.5,7834.82,11640.63,11502.59,45413.38,-224,540,-310,15844,-2884,5164,B
24960.94,8864.7,12450.81,10238.49,92307.7,176,-303,-343,15936,-2544,5164,B
23362.5,9710.15,12255.77,12450.81,41415.44,479,-438,-37,15944,-2920,4908,B
33103.45,9789.98,11640.63,10238.49,146526.31,124,-99,-312,15708,-3004,6488,B
23362.5,9014.09,12450.81,12255.77,146526.31,-159,379,-514,15636,-3212,5936,B
21887.02,9014.09,10920.61,11502.59,102137.41,-142,-16,-438,15680,-3444,6120,B
33103.45,7834.82,11640.63,11502.59,44708.17,-9,-180,-292,15640,-3476,6624,B
