27041.1,20438.8,28968.48,28842.86,63290.82,738,264,-337,16048,-2148,2964,I
27156.59,20114.41,28717.95,28593.75,61725,298,-11,-317,16276,-2152,3364,I
27156.59,20034.25,28593.75,28593.75,61343.28,383,-434,-357,16052,-2544,3116,I
26811.99,19252.23,27743.73,27743.73,55389.91,-408,448,-388,15796,-2848,3264,I
27041.1,19100,27272.73,27506.93,53504.46,-1312,521,706,16388,-2612,4660,I
26926.23,19024.39,27389.5,27041.1,54121.62,-424,-316,43,16148,-2796,3776,I
26811.99,18949.11,27156.59,26811.99,52898.23,893,-21,-343,16244,-2368,3840,I
26926.23,18949.11,26811.99,26926.23,54121.62,-60,-46,-393,16176,-2728,3384,I
26585.37,20603.25,29737.61,28968.48,57382.08,176,-769,-1240,16740,-2984,3088,I
26585.37,19954.44,28968.48,28103.93,55389.91,131,-483,-277,16208,-2056,3176,I
26698.37,19795.92,28717.95,27983.19,53504.46,-121,-61,108,16372,-1888,3668,I
27743.73,20769.23,30000,28842.86,59490.29,271,-320,-437,16104,-1716,3660,I
27272.73,20438.8,29868.42,28470.25,58071.43,-628,-496,325,16020,-2688,2712,I
27156.59,20357.14,30132.36,28225.35,58421.05,2,-33,-187,16252,-2148,2836,I
29868.42,20034.25,28593.75,27625,55068.49,-1625,-170,427,16368,-2372,3168,I
27272.73,19252.23,28470.25,27863.13,52008.73,-47,-583,30,15936,-3036,2896,I
27156.59,19175.95,28103.93,27156.59,49746.84,271,-350,-130,16172,-2764,2856,I
27156.59,19024.39,27983.19,27041.1,52302.63,-89,-180,-477,16348,-2764,3180,I
27272.73,18949.11,27625,26698.37,52302.63,-3,-269,334,17252,-1760,3040,I
27041.1,19024.39,27743.73,28347.46,52302.63,110,-46,-169,16292,-2508,3356,I
27156.59,19024.39,27743.73,26811.99,52302.63,255,-238,-224,16028,-2772,2376,I
27041.1,18874.17,27389.5,26585.37,52008.73,642,-362,-725,16364,-3212,2788,I
27041.1,19954.44,28225.35,27272.73,54434.39,338,-386,-310,16284,-2916,3156,I
